team,nationality,position,age,potential,name
iorentin,France,Medio Izquierdo | Media Punta | Extremo Izquierdo | ,37,Muy Bueno,Franck Ribéry
tlético Madri,Mexico,Medio Centro,30,Muy Bueno,Héctor Herrera
evilla F,Spain,Lateral Derecho | Medio Derecho | ,34,Muy Bueno,Jesús Navas
SC Anderlech,Belgium,Defensa Central,34,Muy Bueno,Vincent Kompany
C Port,Portugal,Defensa Central,37,Muy Bueno,Pepe
issel Kob,Spain,Medio Izquierdo | Medio Centro | Medio Centro Ofensivo | ,36,Muy Bueno,Iniesta
ree Agent,Ecuador,Delantero Centro,31,Muy Bueno,Segundo Mandíquez
ree Agent,Uruguay,Delantero Centro | Media Punta | ,28,Muy Bueno,Luis Roberto Dálves
ree Agent,Uruguay,Medio Izquierdo | Medio Centro Ofensivo | Extremo Izquierdo | ,32,Muy Bueno,Saúl Marcelo Ardero
ree Agent,Uruguay,Defensa Central | Medio Centro Defensivo | ,36,Muy Bueno,Jaime Nicolás Frendado
eal Beti,Spain,Delantero Centro,26,Muy Bueno,Loren
eal Madri,Brazil,Lateral Derecho | Defensa Central | ,22,Muy Bueno,Éder Militão
alencia C,Uruguay,Delantero Centro,23,Muy Bueno,Maximiliano Gómez
est Ham Unite,Czech Republic,Medio Centro Defensivo | Medio Centro | ,25,Muy Bueno,Tomáš Soucek
ja,Brazil,Medio Centro Ofensivo | Extremo Derecho | ,23,Muy Bueno,David Neres
azi,Italy,Medio Derecho,26,Muy Bueno,Manuel Lazzari
lympique Lyonnai,France,Medio Izquierdo | Medio Centro | ,22,Muy Bueno,Houssem Aouar
verto,Brazil,Delantero Centro | Medio Derecho | Medio Izquierdo | ,23,Muy Bueno,Richarlison
anto,Brazil,Delantero Centro,20,Muy Bueno,Luimo Boas Santos
almeira,Brazil,Defensa Central,32,Muy Bueno,Tony Abranjes
luminens,Brazil,Medio Izquierdo | Medio Centro Ofensivo | Extremo Izquierdo | ,20,Muy Bueno,Laure Santeiro
eicester Cit,England,Lateral Izquierdo,23,Muy Bueno,Ben Chilwell
ayer 04 Leverkuse,Jamaica,Medio Derecho | Medio Izquierdo | ,22,Muy Bueno,Leon Bailey
tlético Madri,Spain,Defensa Central,25,Muy Bueno,Mario Hermoso
eal Madri,France,Lateral Izquierdo,25,Muy Bueno,Ferland Mendy
C Port,Mali,Delantero Centro | Medio Derecho | ,29,Muy Bueno,Moussa Marega
tlético Madri,Spain,Medio Centro Defensivo | Medio Centro | ,25,Muy Bueno,Marcos Llorente
eal Beti,Spain,Delantero Centro,27,Muy Bueno,Borja Iglesias
rsena,Uruguay,Medio Centro Defensivo | Medio Centro | ,24,Muy Bueno,Lucas Torreira
fL Wolfsbur,Netherlands,Delantero Centro,27,Muy Bueno,Wout Weghorst
rsena,Spain,Medio Centro | Medio Centro Ofensivo | ,23,Muy Bueno,Dani Ceballos
B Leipzi,Germany,Carrilero Derecho | Lateral Derecho | Lateral Izquierdo | Extremo Derecho | ,24,Muy Bueno,Lukas Klostermann
anchester Unite,Sweden,Defensa Central,26,Muy Bueno,Victor Lindelöf
evante U,Spain,Delantero Centro | Medio Derecho | Medio Izquierdo | ,33,Muy Bueno,Morales
eicester Cit,Belgium,Medio Centro,23,Muy Bueno,Youri Tielemans
iver Plat,Argentina,Medio Centro | Medio Centro Ofensivo | ,30,Muy Bueno,Ignacio Fernández
azi,Argentina,Delantero Centro | Medio Centro Ofensivo | Media Punta | ,25,Muy Bueno,Joaquín Correa
ontpellier Hérault S,Argentina,Portero,28,Muy Bueno,Gerónimo Rulli
ayer 04 Leverkuse,Germany,Defensa Central,24,Muy Bueno,Jonathan Tah
okomotiv Mosco,Portugal,Medio Izquierdo | Medio Centro | Medio Centro Ofensivo | ,27,Muy Bueno,João Mário
uventu,Italy,Medio Derecho | Medio Centro Ofensivo | ,26,Muy Bueno,Federico Bernardeschi
L Benfic,Greece,Portero,26,Muy Bueno,Odisseas Vlachodimos
ayer 04 Leverkuse,Germany,Medio Centro,27,Muy Bueno,Kerem Demirbay
alencia C,Spain,Lateral Izquierdo,25,Muy Bueno,Gayà
uventu,Italy,Defensa Central,26,Muy Bueno,Daniele Rugani
B Leipzi,Germany,Lateral Izquierdo | Carrilero Izquierdo | Extremo Izquierdo | ,28,Muy Bueno,Marcel Halstenberg
apol,Poland,Medio Izquierdo | Medio Centro | ,26,Muy Bueno,Piotr Zielinski
B Leipzi,Sweden,Medio Izquierdo | Medio Centro Ofensivo | ,28,Muy Bueno,Emil Forsberg
oca Junior,Argentina,Portero,29,Muy Bueno,Esteban Andrada
agliar,Italy,Portero,26,Muy Bueno,Alessio Cragno
aris Saint-Germai,Spain,Lateral Izquierdo | Medio Izquierdo | ,27,Muy Bueno,Juan Bernat
verto,England,Portero,26,Muy Bueno,Jordan Pickford
thletic Clu,Spain,Defensa Central,29,Muy Bueno,Iñigo Martínez
uangzhou R&F F,Israel,Delantero Centro | Extremo Izquierdo | ,33,Muy Bueno,Eran Zahavi
helse,France,Defensa Central,25,Muy Bueno,Kurt Zouma
evilla F,Czech Republic,Portero,31,Muy Bueno,Tomáš Vaclík
anchester Cit,England,Defensa Central,26,Muy Bueno,John Stones
alencia C,Italy,Lateral Derecho,29,Muy Bueno,Alessandro Florenzi
evilla F,Spain,Medio Centro Ofensivo | Extremo Derecho | ,26,Muy Bueno,Suso
fL Wolfsbur,France,Lateral Izquierdo | Medio Izquierdo | ,27,Muy Bueno,Jérôme Roussillon
atfor,Spain,Medio Izquierdo | Media Punta | ,26,Muy Bueno,Deulofeu
aris Saint-Germai,Belgium,Lateral Derecho | Medio Derecho | ,28,Muy Bueno,Thomas Meunier
intracht Frankfur,Austria,Defensa Central,27,Muy Bueno,Martin Hinteregger
alencia C,Central African Rep.,Medio Centro,27,Muy Bueno,Geoffrey Kondogbia
C Celt,Brazil,Medio Derecho | Medio Centro | Medio Centro Ofensivo | ,27,Muy Bueno,Rafinha
C Port,Argentina,Portero,32,Muy Bueno,Agustín Marchesín
S Monaco Football Club S,France,Portero,29,Muy Bueno,Benjamin Lecomte
eyenoor,Netherlands,Extremo Derecho,28,Muy Bueno,Steven Berghuis
. Valladolid C,Spain,Portero,31,Muy Bueno,Jordi Masip
porting C,Uruguay,Defensa Central,29,Muy Bueno,Sebastián Coates
B Leipzi,Slovenia,Medio Centro Defensivo | Medio Centro | Medio Centro Ofensivo | ,29,Muy Bueno,Kevin Kampl
iverpoo,Switzerland,Medio Derecho | Extremo Derecho | ,28,Muy Bueno,Xherdan Shaqiri
om,Ermenia,Medio Derecho | Medio Centro Ofensivo | Extremo Derecho | ,31,Muy Bueno,Henrikh Mkhitaryan
helse,Spain,Lateral Izquierdo | Carrilero Izquierdo | Extremo Izquierdo | ,29,Muy Bueno,Marcos Alonso
aris Saint-Germai,Spain,Medio Centro Defensivo | Medio Centro | ,30,Muy Bueno,Ander Herrera
oca Junior,Argentina,Medio Derecho | Extremo Derecho | ,30,Muy Bueno,Eduardo Salvio
hanghai Greenland Shenhua F,Italy,Medio Izquierdo | Extremo Izquierdo | ,27,Muy Bueno,Stephan El Shaarawy
esiktas J,Serbia,Medio Centro Ofensivo | Extremo Izquierdo | ,28,Muy Bueno,Adem Ljajic
om,England,Defensa Central,30,Muy Bueno,Chris Smalling
evilla F,Netherlands,Delantero Centro,29,Muy Bueno,Luuk de Jong
ila,Italy,Medio Centro,30,Muy Bueno,Giacomo Bonaventura
orin,Cameroon,Defensa Central,30,Muy Bueno,Nicolas Nkoulou
hakhtar Donets,Ukraine,Medio Derecho | Medio Centro Ofensivo | ,32,Muy Bueno,Marlos
resci,Italy,Delantero Centro,29,Muy Bueno,Mario Balotelli
tlético Madri,England,Lateral Derecho,29,Muy Bueno,Kieran Trippier
enerbahçe S,Brazil,Defensa Central | Medio Centro Defensivo | ,33,Muy Bueno,Luiz Gustavo
l Nass,Brazil,Medio Centro Ofensivo,30,Muy Bueno,Giuliano
nte,Chile,Medio Izquierdo | Extremo Izquierdo | ,31,Muy Bueno,Alexis Sánchez
l Hila,Italy,Delantero Centro | Medio Centro Ofensivo | Media Punta | ,33,Muy Bueno,Sebastian Giovinco
C Bayern Münche,Germany,Defensa Central,31,Muy Bueno,Jérôme Boateng
thletic Clu,Spain,Lateral Izquierdo,30,Muy Bueno,Yuri Berchiche
rsena,Brazil,Defensa Central,33,Muy Bueno,David Luiz
ila,Denmark,Defensa Central,31,Muy Bueno,Simon Kjær
tlético Madri,Spain,Portero,33,Muy Bueno,Adán
ayer 04 Leverkuse,Germany,Defensa Central | Medio Centro Defensivo | ,31,Muy Bueno,Sven Bender
ayer 04 Leverkuse,Germany,Lateral Derecho | Medio Centro Defensivo | Medio Centro | ,31,Muy Bueno,Lars Bender
lub Brugge K,Belgium,Portero,32,Muy Bueno,Simon Mignolet
rsena,Greece,Defensa Central,32,Muy Bueno,Sokratis
C Girondins de Bordeau,France,Defensa Central,34,Muy Bueno,Laurent Koscielny
est Ham Unite,Poland,Portero,35,Muy Bueno,Lukasz Fabianski
assuol,Italy,Portero,33,Muy Bueno,Andrea Consigli
ampdori,Italy,Delantero Centro,37,Muy Bueno,Fabio Quagliarella
l Hila,France,Delantero Centro,34,Muy Bueno,Bafétimbi Gomis
igres U.A.N.L,France,Delantero Centro | Media Punta | ,34,Muy Bueno,André-Pierre Gignac
iverpoo,England,Lateral Derecho | Lateral Izquierdo | Medio Centro | ,34,Muy Bueno,James Milner
ertha BS,Norway,Portero,35,Muy Bueno,Rune Almenning Jarstein
ree Agent,Uruguay,Lateral Izquierdo | Medio Izquierdo | ,32,Muy Bueno,Mauro Evidio Nérez
ree Agent,Uruguay,Medio Centro Defensivo | Medio Centro | ,36,Muy Bueno,Matías David Baldona
ree Agent,Uruguay,Portero,32,Muy Bueno,Jorge Ezequiel Serendero
evilla F,Spain,Lateral Izquierdo | Medio Izquierdo | ,23,Muy Bueno,Reguilón
L Benfic,Brazil,Delantero Centro,25,Muy Bueno,Vinícius
ynamo Kyi,Ukraine,Medio Derecho | Medio Izquierdo | ,22,Muy Bueno,Viktor Tsygankov
B Leipzi,Spain,Medio Derecho | Medio Izquierdo | Medio Centro Ofensivo | ,22,Muy Bueno,Dani Olmo
tlético Madri,Portugal,Delantero Centro | Medio Izquierdo | Media Punta | ,20,Sobresaliente,João Félix
inamo Zagre,Croatia,Portero,25,Muy Bueno,Dominik Livakovic
orussia Dortmun,Norway,Delantero Centro,20,Sobresaliente,Erling Braut Haaland
CD Espanyo,Spain,Medio Derecho | Medio Centro | ,22,Muy Bueno,Melendo
ottenham Hotspu,France,Medio Centro Defensivo | Medio Centro | ,23,Muy Bueno,Tanguy Ndombele
alencia C,Spain,Medio Derecho | Medio Izquierdo | Medio Centro | ,23,Muy Bueno,Carlos Soler
tade Rennais F,Brazil,Medio Derecho | Extremo Derecho | ,23,Muy Bueno,Raphinha
B Leipzi,France,Delantero Centro | Medio Centro | Medio Centro Ofensivo | ,22,Muy Bueno,Christopher Nkunku
eicester Cit,Turkey,Defensa Central,24,Muy Bueno,Çaglar Söyüncü
ruzeir,Brazil,Lateral Izquierdo | Medio Izquierdo | ,20,Muy Bueno,Welington Dano
ão Paul,Brazil,Lateral Izquierdo | Carrilero Izquierdo | Extremo Izquierdo | ,28,Muy Bueno,Adryan Zonta
luminens,Brazil,Medio Centro Defensivo | Medio Centro | ,24,Muy Bueno,Everton Andrão
lameng,Brazil,Portero,24,Muy Bueno,Héniton Pires
B Leipzi,France,Defensa Central,21,Muy Bueno,Dayot Upamecano
V Werder Breme,Kosovo,Media Punta | Extremo Derecho | Extremo Izquierdo | ,24,Muy Bueno,Milot Rashica
om,Italy,Medio Centro Defensivo | Medio Centro | Medio Centro Ofensivo | ,24,Muy Bueno,Lorenzo Pellegrini
orussia Mönchengladbac,France,Delantero Centro | Extremo Izquierdo | ,22,Muy Bueno,Marcus Thuram
thletic Clu,Spain,Defensa Central,25,Muy Bueno,Yeray
helse,United States,Medio Izquierdo | Extremo Derecho | Extremo Izquierdo | ,21,Muy Bueno,Christian Pulisic
uventu,Uruguay,Medio Centro,23,Muy Bueno,Rodrigo Bentancur
D Eiba,Serbia,Portero,28,Muy Bueno,Marko Dmitrovic
C Bayern Münche,France,Lateral Derecho | Defensa Central | ,24,Muy Bueno,Benjamin Pavard
aris Saint-Germai,France,Lateral Izquierdo | Defensa Central | ,24,Muy Bueno,Abdou Diallo
S Monaco Football Club S,Russia,Medio Centro | Medio Centro Ofensivo | ,24,Muy Bueno,Alexandr Golovin
anchester Unite,Ivory Coast,Defensa Central,26,Muy Bueno,Eric Bailly
B Leipzi,Austria,Lateral Derecho | Medio Centro Defensivo | Medio Centro | ,23,Muy Bueno,Konrad Laimer
eal Socieda,Spain,Medio Centro,24,Muy Bueno,Merino
olverhampton Wanderer,Portugal,Media Punta | Extremo Izquierdo | ,23,Muy Bueno,Diogo Jota
nte,Italy,Medio Centro | Medio Centro Ofensivo | ,23,Muy Bueno,Nicolò Barella
lympique Lyonnai,Cameroon,Delantero Centro | Medio Izquierdo | ,27,Muy Bueno,Karl Toko-Ekambi
lympique de Marseill,France,Medio Centro | Medio Centro Ofensivo | ,25,Muy Bueno,Valentin Rongier
etafe C,Spain,Delantero Centro,31,Muy Bueno,Mata
ottenham Hotspu,England,Medio Centro Defensivo | Medio Centro | ,24,Muy Bueno,Harry Winks
apol,Mexico,Delantero Centro | Extremo Derecho | Extremo Izquierdo | ,24,Muy Bueno,Hirving Lozano
lympique Lyonnai,Belgium,Defensa Central,25,Muy Bueno,Jason Denayer
nte,Uruguay,Medio Centro Defensivo,28,Muy Bueno,Matias Vecino
S Monaco Football Club S,France,Medio Centro Defensivo | Medio Centro | ,25,Muy Bueno,Tiemoué Bakayoko
evilla F,Brazil,Defensa Central,27,Muy Bueno,Diego Carlos
ewcastle Unite,France,Delantero Centro | Medio Izquierdo | Extremo Izquierdo | ,23,Muy Bueno,Allan Saint-Maximin
thletic Clu,Spain,Medio Centro Defensivo | Medio Centro | ,30,Muy Bueno,Dani García
orin,Italy,Defensa Central,28,Muy Bueno,Armando Izzo
GC Nic,Argentina,Portero,27,Muy Bueno,Walter Benítez
lympique de Marseill,Argentina,Delantero Centro,30,Muy Bueno,Darío Benedetto
iver Plat,Argentina,Portero,33,Muy Bueno,Franco Armani
lympique Lyonnai,Brazil,Medio Centro Defensivo | Medio Centro | ,28,Muy Bueno,Thiago Mendes
helse,Denmark,Defensa Central,24,Muy Bueno,Andreas Christensen
verto,Portugal,Medio Centro Defensivo | Medio Centro | ,26,Muy Bueno,André Gomes
lympique de Marseill,France,Medio Centro | Medio Centro Ofensivo | ,25,Muy Bueno,Morgan Sanson
iver Plat,Colombia,Medio Centro Ofensivo,27,Muy Bueno,Juan Fernando Quintero
anchester Unite,Brazil,Medio Centro Defensivo | Medio Centro | ,27,Muy Bueno,Fred
FC Bournemout,Netherlands,Defensa Central,25,Muy Bueno,Nathan Aké
eal Madri,Spain,Medio Derecho | Extremo Derecho | ,29,Muy Bueno,Lucas Vázquez
SG 1899 Hoffenhei,Israel,Delantero Centro,28,Muy Bueno,Munas Dabbur
eal Socieda,Belgium,Medio Derecho | Extremo Derecho | ,25,Muy Bueno,Adnan Januzaj
L Benfic,Brazil,Medio Centro Defensivo | Medio Centro | ,26,Muy Bueno,Gabriel
atfor,France,Medio Centro Defensivo | Medio Centro | Medio Centro Ofensivo | ,27,Muy Bueno,Abdoulaye Doucouré
ila,Turkey,Medio Centro | Extremo Izquierdo | ,26,Muy Bueno,Hakan Çalhanoglu
B Leipzi,Denmark,Delantero Centro,26,Muy Bueno,Yussuf Poulsen
evilla F,Argentina,Medio Izquierdo | Medio Centro | Medio Centro Ofensivo | ,31,Muy Bueno,Franco Vázquez
ston Vill,England,Medio Centro | Medio Centro Ofensivo | Extremo Izquierdo | ,24,Muy Bueno,Jack Grealish
orussia Mönchengladbac,France,Delantero Centro | Extremo Izquierdo | ,27,Muy Bueno,Alassane Plea
hakhtar Donets,Ukraine,Medio Centro Defensivo,30,Muy Bueno,Taras Stepanenko
anchester Unite,England,Lateral Izquierdo,25,Muy Bueno,Luke Shaw
evilla F,Argentina,Extremo Derecho | Extremo Izquierdo | ,26,Muy Bueno,Lucas Ocampos
C Schalke 0,Serbia,Defensa Central,27,Muy Bueno,Matija Nastasic
anchester Cit,France,Lateral Izquierdo,26,Muy Bueno,Benjamin Mendy
B Leipzi,Hungary,Defensa Central,27,Muy Bueno,Willi Orban
oronto F,Spain,Medio Centro Ofensivo | Media Punta | ,28,Muy Bueno,Pozuelo
tlético Madri,Croatia,Lateral Derecho,28,Muy Bueno,Šime Vrsaljko
urnle,England,Portero,28,Muy Bueno,Nick Pope
C Port,Cape Verde,Delantero Centro,29,Muy Bueno,Zé Luís
lympique de Marseill,Spain,Defensa Central,30,Muy Bueno,Álvaro
olverhampton Wanderer,France,Defensa Central,29,Muy Bueno,Willy Boly
urnle,England,Defensa Central,27,Muy Bueno,James Tarkowski
orin,Italy,Delantero Centro,29,Muy Bueno,Simone Zaza
CD Espanyo,Spain,Medio Izquierdo | Medio Centro | Medio Centro Ofensivo | ,26,Muy Bueno,Sergi Darder
C Schalke 0,Senegal,Defensa Central | Medio Centro Defensivo | ,29,Muy Bueno,Salif Sané
olverhampton Wanderer,Republic of Ireland,Carrilero Derecho | Extremo Derecho | ,28,Muy Bueno,Matt Doherty
eal Beti,Algeria,Defensa Central,28,Muy Bueno,Aïssa Mandi
hakhtar Donets,Brazil,Lateral Izquierdo,30,Muy Bueno,Ismaily
. FC Köl,Germany,Portero,27,Muy Bueno,Timo Horn
lub Brugge K,Belgium,Medio Centro | Medio Centro Ofensivo | ,27,Muy Bueno,Hans Vanaken
evante U,Spain,Medio Centro Defensivo | Medio Centro | ,27,Muy Bueno,Campaña
tlético Madri,Spain,Delantero Centro | Medio Derecho | Medio Izquierdo | ,30,Muy Bueno,Vitolo
rsena,Switzerland,Medio Centro Defensivo | Medio Centro | ,27,Muy Bueno,Granit Xhaka
talant,Colombia,Delantero Centro,29,Muy Bueno,Luis Muriel
righton & Hove Albio,Australia,Portero,28,Muy Bueno,Mathew Ryan
iverpoo,England,Medio Derecho | Medio Centro | ,26,Muy Bueno,Alex Oxlade-Chamberlain
fL Wolfsbur,France,Defensa Central | Medio Centro Defensivo | Medio Centro | ,29,Muy Bueno,Josuha Guilavogui
iver Plat,Argentina,Medio Centro Defensivo | Medio Centro | ,34,Muy Bueno,Enzo Pérez
iverpoo,Croatia,Defensa Central,31,Muy Bueno,Dejan Lovren
evante U,Spain,Portero,29,Muy Bueno,Aitor
anchester Cit,Argentina,Defensa Central,32,Muy Bueno,Nicolás Otamendi
orussia Dortmun,Germany,Medio Centro | Medio Centro Ofensivo | Media Punta | ,28,Muy Bueno,Mario Götze
anchester Unite,Serbia,Medio Centro Defensivo | Medio Centro | ,31,Muy Bueno,Nemanja Matic
OSC Lill,France,Medio Centro Defensivo | Medio Centro | ,29,Muy Bueno,Benjamin André
rystal Palac,Spain,Portero,33,Muy Bueno,Guaita
helse,Spain,Extremo Derecho | Extremo Izquierdo | ,33,Muy Bueno,Pedro
hanghai SIPG F,Brazil,Delantero Centro | Extremo Derecho | ,34,Muy Bueno,Hulk
alencia C,France,Medio Centro Defensivo | Medio Centro | ,29,Muy Bueno,Francis Coquelin
intracht Frankfur,Netherlands,Delantero Centro,31,Muy Bueno,Bas Dost
ree Agent,Russia,Delantero Centro,31,Muy Bueno,Artem Dzyuba
orussia Mönchengladbac,Germany,Medio Centro Ofensivo | Media Punta | ,31,Muy Bueno,Lars Stindl
verto,Iceland,Medio Centro | Medio Centro Ofensivo | ,30,Muy Bueno,Gylfi Sigur?sson
azi,Italy,Medio Centro Defensivo | Medio Centro | ,35,Muy Bueno,Marco Parolo
eal Beti,Brazil,Defensa Central,30,Muy Bueno,Sidnei
okomotiv Mosco,Croatia,Defensa Central,34,Muy Bueno,Vedran Corluka
helse,France,Delantero Centro,33,Muy Bueno,Olivier Giroud
anchester Unite,Spain,Medio Derecho | Medio Centro Ofensivo | ,32,Muy Bueno,Juan Mata
etafe C,Spain,Delantero Centro,33,Muy Bueno,Ángel
thletic Clu,Spain,Medio Centro,33,Muy Bueno,Beñat
lympiacos CF,France,Medio Izquierdo | Medio Centro Ofensivo | ,35,Muy Bueno,Mathieu Valbuena
acing Clu,Chile,Medio Centro Defensivo | Medio Centro | ,33,Muy Bueno,Marcelo Díaz
alencia C,France,Delantero Centro,33,Muy Bueno,Kévin Gameiro
D Eiba,Spain,Medio Derecho | Medio Izquierdo | ,33,Muy Bueno,Pedro León
orussia Dortmun,Poland,Lateral Derecho | Defensa Central | ,35,Muy Bueno,Lukasz Piszczek
anchester Unite,Argentina,Portero,33,Muy Bueno,Sergio Romero
alencia C,Denmark,Lateral Derecho | Medio Derecho | Medio Centro | ,31,Muy Bueno,Daniel Wass
ortland Timber,Argentina,Delantero Centro | Medio Centro Ofensivo | ,34,Muy Bueno,Diego Valeri
eal Beti,Mexico,Medio Centro Defensivo | Medio Izquierdo | Medio Centro | ,33,Muy Bueno,Andrés Guardado
thletic Clu,Spain,Delantero Centro | Medio Centro Ofensivo | ,34,Muy Bueno,Raúl García
ottenham Hotspu,Argentina,Medio Derecho | Medio Izquierdo | Medio Centro Ofensivo | ,28,Muy Bueno,Erik Lamela
eicester Cit,Northern Ireland,Defensa Central,32,Muy Bueno,Jonny Evans
azi,Romania,Defensa Central,33,Muy Bueno,Stefan Radu
atfor,England,Portero,37,Muy Bueno,Ben Foster
uangzhou R&F F,Belgium,Medio Centro Defensivo | Medio Centro | Medio Centro Ofensivo | ,33,Muy Bueno,Mousa Dembélé
etafe C,Spain,Delantero Centro,38,Muy Bueno,Jorge Molina
FC CSKA Mosco,Russia,Portero,34,Muy Bueno,Igor Akinfeev
rabzonspo,Argentina,Medio Centro Defensivo | Medio Centro | ,35,Muy Bueno,José Sosa
acing Clu,Argentina,Delantero Centro,37,Muy Bueno,Lisandro López
rlando City Soccer Clu,Portugal,Extremo Derecho | Extremo Izquierdo | ,33,Muy Bueno,Nani
erby Count,England,Delantero Centro | Medio Centro | Medio Centro Ofensivo | ,34,Muy Bueno,Wayne Rooney
eal Beti,Spain,Delantero Centro | Medio Derecho | Medio Izquierdo | ,39,Muy Bueno,Joaquín
ston Vill,Spain,Portero,37,Muy Bueno,Pepe Reina
tlético Madri,Brazil,Lateral Izquierdo,22,Muy Bueno,Renan Lodi
ree Agent,Uruguay,Delantero Centro,32,Bueno,Enzo Manuel Aguerro
ree Agent,Uruguay,Portero,28,Bueno,Leandro Miguel Sáreda
ree Agent,Uruguay,Medio Centro Defensivo | Medio Centro | Medio Centro Ofensivo | ,32,Bueno,Enzo Martín Riquero
ree Agent,Uruguay,Lateral Izquierdo | Defensa Central | ,32,Bueno,Daniel Martín Lenzado
alencia C,Spain,Medio Derecho | Medio Izquierdo | Media Punta | ,20,Muy Bueno,Ferrán Torres
C Barcelon,Spain,Lateral Izquierdo | Medio Izquierdo | ,23,Muy Bueno,Junior Firpo
etafe C,Serbia,Medio Centro Defensivo | Medio Centro | ,25,Muy Bueno,Nemanja Maksimovic
ja,Argentina,Defensa Central | Medio Centro Defensivo | ,22,Muy Bueno,Lisandro Martínez
etafe C,Spain,Lateral Izquierdo | Medio Izquierdo | ,22,Muy Bueno,Cucurella
eal Madri,Brazil,Extremo Izquierdo,20,Sobresaliente,Vinícius Jr.
orussia Dortmun,France,Defensa Central,21,Muy Bueno,Dan-Axel Zagadou
porting C,Brazil,Medio Centro,22,Muy Bueno,Wendel
B Leipzi,France,Defensa Central,21,Muy Bueno,Ibrahima Konaté
anchester Unite,Scotland,Medio Centro Defensivo | Medio Centro | ,23,Muy Bueno,Scott McTominay
acing Clu,Argentina,Medio Derecho | Medio Centro | Medio Centro Ofensivo | ,22,Muy Bueno,Matías Zaracho
OSC Lill,France,Medio Derecho | Medio Centro Ofensivo | ,22,Muy Bueno,Jonathan Ikoné
C Bayern Münche,Spain,Lateral Derecho,24,Muy Bueno,Odriozola
heffield Unite,England,Portero,23,Muy Bueno,Dean Henderson
helse,England,Medio Centro | Medio Centro Ofensivo | Extremo Derecho | ,21,Muy Bueno,Mason Mount
C Schalke 0,Morocco,Medio Izquierdo | Medio Centro | Medio Centro Ofensivo | ,23,Muy Bueno,Amine Harit
talant,Ukraine,Medio Centro Defensivo | Medio Centro | Medio Centro Ofensivo | ,27,Muy Bueno,Ruslan Malinovskyi
C Nante,France,Portero,21,Muy Bueno,Alban Lafont
helse,England,Delantero Centro,22,Muy Bueno,Tammy Abraham
thletic Clu,Spain,Portero,23,Muy Bueno,Unai Simón
ão Paul,Brazil,Delantero Centro,20,Muy Bueno,Matheus Bardeira
almeira,Brazil,Delantero Centro,32,Bueno,Fredditinho
lameng,Brazil,Medio Centro | Medio Centro Ofensivo | ,20,Muy Bueno,Arturo Inálcio
anto,Brazil,Defensa Central,32,Bueno,Vieirundinho
nternaciona,Brazil,Portero,28,Bueno,Gabri Prestão
lameng,Brazil,Defensa Central,24,Muy Bueno,Vincente Dourado
entro Sportivo Alagoan,Brazil,Medio Centro Defensivo,20,Bueno,Melvin Parrela
nternaciona,Brazil,Lateral Izquierdo | Defensa Central | ,20,Bueno,Antônio Chiamuloira
